legacy_row_id,legacy_profession,legacy_secondary_profession,legacy_tier,legacy_rarity,legacy_name,legacy_category,legacy_craft_type,legacy_description,legacy_use,legacy_output_qty,legacy_base_price_gp,legacy_vendor_price_gp,legacy_sale_price_gp,legacy_component_1,legacy_component_1_qty,legacy_component_1_source,legacy_component_2,legacy_component_2_qty,legacy_component_2_source,legacy_component_3,legacy_component_3_qty,legacy_component_3_source,legacy_components_json
122,Blacksmithing,,7,Artifact,Longbow,Weapon,weapon,Crafted item (Artifact).,Crafting output for Blacksmithing.,1,2000000,2000000,1000000,Deepvein Ore (T7),1,Mining,Mythic Alloy (T7),1,Mining,Feathered Wing (T7),1,Hunting,"[{""name"":""Deepvein Ore (T7)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Mythic Alloy (T7)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Feathered Wing (T7)"",""qty"":1,""gathering_profession"":""Hunting""}]"
123,Blacksmithing,,7,Artifact,Longsword,Weapon,weapon,Crafted item (Artifact).,Crafting output for Blacksmithing.,1,2000000,2000000,1000000,Deepvein Ore (T7),1,Mining,Mythic Alloy (T7),1,Mining,Razor Fang (T7),1,Hunting,"[{""name"":""Deepvein Ore (T7)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Mythic Alloy (T7)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Razor Fang (T7)"",""qty"":1,""gathering_profession"":""Hunting""}]"
124,Blacksmithing,,7,Artifact,Shortbow,Weapon,weapon,Crafted item (Artifact).,Crafting output for Blacksmithing.,1,2000000,2000000,1000000,Deepvein Ore (T7),1,Mining,Mythic Alloy (T7),1,Mining,Dragon Gland (T7),1,Hunting,"[{""name"":""Deepvein Ore (T7)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Mythic Alloy (T7)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Dragon Gland (T7)"",""qty"":1,""gathering_profession"":""Hunting""}]"
125,Blacksmithing,,7,Artifact,Shortsword,Weapon,weapon,Crafted item (Artifact).,Crafting output for Blacksmithing.,1,2000000,2000000,1000000,Deepvein Ore (T7),1,Mining,Mythic Alloy (T7),1,Mining,Keen Eye (T7),1,Hunting,"[{""name"":""Deepvein Ore (T7)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Mythic Alloy (T7)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Keen Eye (T7)"",""qty"":1,""gathering_profession"":""Hunting""}]"
126,Blacksmithing,,7,Artifact,Sword of Kas,Weapon,weapon,Crafted item (Artifact).,Crafting output for Blacksmithing.,1,2000000,2000000,1000000,Deepvein Ore (T7),1,Mining,Mythic Alloy (T7),1,Mining,Wild Heart (T7),1,Hunting,"[{""name"":""Deepvein Ore (T7)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Mythic Alloy (T7)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Wild Heart (T7)"",""qty"":1,""gathering_profession"":""Hunting""}]"
127,Blacksmithing,,7,Artifact,Trident,Weapon,weapon,Crafted item (Artifact).,Crafting output for Blacksmithing.,1,2000000,2000000,1000000,Deepvein Ore (T7),1,Mining,Mythic Alloy (T7),1,Mining,Sturdy Hide (T7),1,Hunting,"[{""name"":""Deepvein Ore (T7)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Mythic Alloy (T7)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Sturdy Hide (T7)"",""qty"":1,""gathering_profession"":""Hunting""}]"
128,Blacksmithing,,7,Artifact,Warhammer,Weapon,weapon,Crafted item (Artifact).,Crafting output for Blacksmithing.,1,2000000,2000000,1000000,Deepvein Ore (T7),1,Mining,Forge Flux (T7),1,Mining,Wild Heart (T7),1,Hunting,"[{""name"":""Deepvein Ore (T7)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Forge Flux (T7)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Wild Heart (T7)"",""qty"":1,""gathering_profession"":""Hunting""}]"
129,Cooking,,1,Common,Bead of nourishment,Potion,food_misc,Crafted item (Common).,Crafting output for Cooking.,1,20,20,10,Rootcap Mushroom (T1),1,Herbalism,Feathered Wing (T1),1,Hunting,Starcut Gem (T1),1,Mining,"[{""name"":""Rootcap Mushroom (T1)"",""qty"":1,""gathering_profession"":""Herbalism""},{""name"":""Feathered Wing (T1)"",""qty"":1,""gathering_profession"":""Hunting""},{""name"":""Starcut Gem (T1)"",""qty"":1,""gathering_profession"":""Mining""}]"
130,Cooking,,1,Common,Bead of refreshment,Potion,food_misc,Crafted item (Common).,Crafting output for Cooking.,1,20,20,10,Sunpetal Bloom (T1),1,Herbalism,Feathered Wing (T1),1,Hunting,Starcut Gem (T1),1,Mining,"[{""name"":""Sunpetal Bloom (T1)"",""qty"":1,""gathering_profession"":""Herbalism""},{""name"":""Feathered Wing (T1)"",""qty"":1,""gathering_profession"":""Hunting""},{""name"":""Starcut Gem (T1)"",""qty"":1,""gathering_profession"":""Mining""}]"
131,Cooking,,1,Common,Potion of climbing,Potion,potion,Crafted item (Common).,Crafting output for Cooking.,1,20,20,10,Duskleaf Frond (T1),1,Herbalism,Keen Eye (T1),1,Hunting,Emberstone Chunk (T1),1,Mining,"[{""name"":""Duskleaf Frond (T1)"",""qty"":1,""gathering_profession"":""Herbalism""},{""name"":""Keen Eye (T1)"",""qty"":1,""gathering_profession"":""Hunting""},{""name"":""Emberstone Chunk (T1)"",""qty"":1,""gathering_profession"":""Mining""}]"
132,Cooking,,1,Common,Potion of healing,Potion,potion,Crafted item (Common).,Crafting output for Cooking.,1,20,20,10,Phoenixheart Seed (T1),1,Herbalism,Keen Eye (T1),1,Hunting,Emberstone Chunk (T1),1,Mining,"[{""name"":""Phoenixheart Seed (T1)"",""qty"":1,""gathering_profession"":""Herbalism""},{""name"":""Keen Eye (T1)"",""qty"":1,""gathering_profession"":""Hunting""},{""name"":""Emberstone Chunk (T1)"",""qty"":1,""gathering_profession"":""Mining""}]"
133,Cooking,,1,Common,Potion of Climbing,Potion/Oil,potion,Crafted item (Common).,Crafting output for Cooking.,1,20,20,10,Rootcap Mushroom (T1),1,Herbalism,Keen Eye (T1),1,Hunting,Emberstone Chunk (T1),1,Mining,"[{""name"":""Rootcap Mushroom (T1)"",""qty"":1,""gathering_profession"":""Herbalism""},{""name"":""Keen Eye (T1)"",""qty"":1,""gathering_profession"":""Hunting""},{""name"":""Emberstone Chunk (T1)"",""qty"":1,""gathering_profession"":""Mining""}]"
134,Cooking,,1,Common,Potion of Comprehension,Potion/Oil,potion,Crafted item (Common).,Crafting output for Cooking.,1,20,20,10,Bitterthorn Berry (T1),1,Herbalism,Keen Eye (T1),1,Hunting,Emberstone Chunk (T1),1,Mining,"[{""name"":""Bitterthorn Berry (T1)"",""qty"":1,""gathering_profession"":""Herbalism""},{""name"":""Keen Eye (T1)"",""qty"":1,""gathering_profession"":""Hunting""},{""name"":""Emberstone Chunk (T1)"",""qty"":1,""gathering_profession"":""Mining""}]"
135,Cooking,,1,Common,Potion of Healing,Potion/Oil,potion,Crafted item (Common).,Crafting output for Cooking.,1,20,20,10,Sunpetal Bloom (T1),1,Herbalism,Keen Eye (T1),1,Hunting,Emberstone Chunk (T1),1,Mining,"[{""name"":""Sunpetal Bloom (T1)"",""qty"":1,""gathering_profession"":""Herbalism""},{""name"":""Keen Eye (T1)"",""qty"":1,""gathering_profession"":""Hunting""},{""name"":""Emberstone Chunk (T1)"",""qty"":1,""gathering_profession"":""Mining""}]"
136,Cooking,,2,Uncommon,Potion of animal friendship,Potion,potion,Crafted item (Uncommon).,Crafting output for Cooking.,1,200,200,100,Rootcap Mushroom (T2),1,Herbalism,Chimera Horn (T2),1,Hunting,Forge Flux (T2),1,Mining,"[{""name"":""Rootcap Mushroom (T2)"",""qty"":1,""gathering_profession"":""Herbalism""},{""name"":""Chimera Horn (T2)"",""qty"":1,""gathering_profession"":""Hunting""},{""name"":""Forge Flux (T2)"",""qty"":1,""gathering_profession"":""Mining""}]"
137,Cooking,,2,Uncommon,Potion of fire breath,Potion,potion,Crafted item (Uncommon).,Crafting output for Cooking.,1,200,200,100,Duskleaf Frond (T2),1,Herbalism,Chimera Horn (T2),1,Hunting,Forge Flux (T2),1,Mining,"[{""name"":""Duskleaf Frond (T2)"",""qty"":1,""gathering_profession"":""Herbalism""},{""name"":""Chimera Horn (T2)"",""qty"":1,""gathering_profession"":""Hunting""},{""name"":""Forge Flux (T2)"",""qty"":1,""gathering_profession"":""Mining""}]"
138,Cooking,,2,Uncommon,Potion of growth,Potion,potion,Crafted item (Uncommon).,Crafting output for Cooking.,1,200,200,100,Moonshade Orchid (T2),1,Herbalism,Chimera Horn (T2),1,Hunting,Forge Flux (T2),1,Mining,"[{""name"":""Moonshade Orchid (T2)"",""qty"":1,""gathering_profession"":""Herbalism""},{""name"":""Chimera Horn (T2)"",""qty"":1,""gathering_profession"":""Hunting""},{""name"":""Forge Flux (T2)"",""qty"":1,""gathering_profession"":""Mining""}]"
139,Cooking,,2,Uncommon,"Potion of healing, greater",Potion,potion,Crafted item (Uncommon).,Crafting output for Cooking.,1,200,200,100,Bitterthorn Berry (T2),1,Herbalism,Chimera Horn (T2),1,Hunting,Forge Flux (T2),1,Mining,"[{""name"":""Bitterthorn Berry (T2)"",""qty"":1,""gathering_profession"":""Herbalism""},{""name"":""Chimera Horn (T2)"",""qty"":1,""gathering_profession"":""Hunting""},{""name"":""Forge Flux (T2)"",""qty"":1,""gathering_profession"":""Mining""}]"
140,Cooking,,2,Uncommon,Potion of hill giant strength,Potion,potion,Crafted item (Uncommon).,Crafting output for Cooking.,1,200,200,100,Silvermint Sprig (T2),1,Herbalism,Chimera Horn (T2),1,Hunting,Forge Flux (T2),1,Mining,"[{""name"":""Silvermint Sprig (T2)"",""qty"":1,""gathering_profession"":""Herbalism""},{""name"":""Chimera Horn (T2)"",""qty"":1,""gathering_profession"":""Hunting""},{""name"":""Forge Flux (T2)"",""qty"":1,""gathering_profession"":""Mining""}]"
141,Cooking,,2,Uncommon,Potion of poison,Potion,potion,Crafted item (Uncommon).,Crafting output for Cooking.,1,200,200,100,Phoenixheart Seed (T2),1,Herbalism,Chimera Horn (T2),1,Hunting,Forge Flux (T2),1,Mining,"[{""name"":""Phoenixheart Seed (T2)"",""qty"":1,""gathering_profession"":""Herbalism""},{""name"":""Chimera Horn (T2)"",""qty"":1,""gathering_profession"":""Hunting""},{""name"":""Forge Flux (T2)"",""qty"":1,""gathering_profession"":""Mining""}]"
142,Cooking,,2,Uncommon,Potion of resistance,Potion,potion,Crafted item (Uncommon).,Crafting output for Cooking.,1,200,200,100,Sunpetal Bloom (T2),1,Herbalism,Chimera Horn (T2),1,Hunting,Forge Flux (T2),1,Mining,"[{""name"":""Sunpetal Bloom (T2)"",""qty"":1,""gathering_profession"":""Herbalism""},{""name"":""Chimera Horn (T2)"",""qty"":1,""gathering_profession"":""Hunting""},{""name"":""Forge Flux (T2)"",""qty"":1,""gathering_profession"":""Mining""}]"
143,Cooking,,2,Uncommon,Potion of water breathing,Potion,potion,Crafted item (Uncommon).,Crafting output for Cooking.,1,200,200,100,Phoenixheart Seed (T2),1,Herbalism,Chimera Horn (T2),1,Hunting,Frostsalt Crystal (T2),1,Mining,"[{""name"":""Phoenixheart Seed (T2)"",""qty"":1,""gathering_profession"":""Herbalism""},{""name"":""Chimera Horn (T2)"",""qty"":1,""gathering_profession"":""Hunting""},{""name"":""Frostsalt Crystal (T2)"",""qty"":1,""gathering_profession"":""Mining""}]"
144,Cooking,Enchanting,2,Uncommon,Oil of Slipperiness,Potion/Oil,food_misc,Crafted item (Uncommon).,Crafting output for Cooking.,1,200,200,100,Rootcap Mushroom (T2),1,Herbalism,Sturdy Hide (T2),1,Hunting,Mythic Alloy (T2),1,Mining,"[{""name"":""Rootcap Mushroom (T2)"",""qty"":1,""gathering_profession"":""Herbalism""},{""name"":""Sturdy Hide (T2)"",""qty"":1,""gathering_profession"":""Hunting""},{""name"":""Mythic Alloy (T2)"",""qty"":1,""gathering_profession"":""Mining""}]"
145,Cooking,,2,Uncommon,Philter of Love,Potion/Oil,food_misc,Crafted item (Uncommon).,Crafting output for Cooking.,1,200,200,100,Bitterthorn Berry (T2),1,Herbalism,Sturdy Hide (T2),1,Hunting,Mythic Alloy (T2),1,Mining,"[{""name"":""Bitterthorn Berry (T2)"",""qty"":1,""gathering_profession"":""Herbalism""},{""name"":""Sturdy Hide (T2)"",""qty"":1,""gathering_profession"":""Hunting""},{""name"":""Mythic Alloy (T2)"",""qty"":1,""gathering_profession"":""Mining""}]"
146,Cooking,,2,Uncommon,Potion of Animal Friendship,Potion/Oil,potion,Crafted item (Uncommon).,Crafting output for Cooking.,1,200,200,100,Phoenixheart Seed (T2),1,Herbalism,Chimera Horn (T2),1,Hunting,Mythic Alloy (T2),1,Mining,"[{""name"":""Phoenixheart Seed (T2)"",""qty"":1,""gathering_profession"":""Herbalism""},{""name"":""Chimera Horn (T2)"",""qty"":1,""gathering_profession"":""Hunting""},{""name"":""Mythic Alloy (T2)"",""qty"":1,""gathering_profession"":""Mining""}]"
147,Cooking,,2,Uncommon,Potion of Fire Breath,Potion/Oil,potion,Crafted item (Uncommon).,Crafting output for Cooking.,1,200,200,100,Phoenixheart Seed (T2),1,Herbalism,Chimera Horn (T2),1,Hunting,Emberstone Chunk (T2),1,Mining,"[{""name"":""Phoenixheart Seed (T2)"",""qty"":1,""gathering_profession"":""Herbalism""},{""name"":""Chimera Horn (T2)"",""qty"":1,""gathering_profession"":""Hunting""},{""name"":""Emberstone Chunk (T2)"",""qty"":1,""gathering_profession"":""Mining""}]"
148,Cooking,,2,Uncommon,Potion of Giant Strength(Hill),Potion/Oil,potion,Crafted item (Uncommon).,Crafting output for Cooking.,1,200,200,100,Phoenixheart Seed (T2),1,Herbalism,Chimera Horn (T2),1,Hunting,Primal Shard (T2),1,Mining,"[{""name"":""Phoenixheart Seed (T2)"",""qty"":1,""gathering_profession"":""Herbalism""},{""name"":""Chimera Horn (T2)"",""qty"":1,""gathering_profession"":""Hunting""},{""name"":""Primal Shard (T2)"",""qty"":1,""gathering_profession"":""Mining""}]"
149,Cooking,,2,Uncommon,Potion of Growth,Potion/Oil,potion,Crafted item (Uncommon).,Crafting output for Cooking.,1,200,200,100,Phoenixheart Seed (T2),1,Herbalism,Sturdy Hide (T2),1,Hunting,Primal Shard (T2),1,Mining,"[{""name"":""Phoenixheart Seed (T2)"",""qty"":1,""gathering_profession"":""Herbalism""},{""name"":""Sturdy Hide (T2)"",""qty"":1,""gathering_profession"":""Hunting""},{""name"":""Primal Shard (T2)"",""qty"":1,""gathering_profession"":""Mining""}]"
150,Cooking,,2,Uncommon,Potion of Healing (Greater),Potion/Oil,potion,Crafted item (Uncommon).,Crafting output for Cooking.,1,200,200,100,Phoenixheart Seed (T2),1,Herbalism,Chimera Horn (T2),1,Hunting,Deepvein Ore (T2),1,Mining,"[{""name"":""Phoenixheart Seed (T2)"",""qty"":1,""gathering_profession"":""Herbalism""},{""name"":""Chimera Horn (T2)"",""qty"":1,""gathering_profession"":""Hunting""},{""name"":""Deepvein Ore (T2)"",""qty"":1,""gathering_profession"":""Mining""}]"
151,Cooking,,2,Uncommon,Potion of Pugilism,Potion/Oil,potion,Crafted item (Uncommon).,Crafting output for Cooking.,1,200,200,100,Phoenixheart Seed (T2),1,Herbalism,Razor Fang (T2),1,Hunting,Primal Shard (T2),1,Mining,"[{""name"":""Phoenixheart Seed (T2)"",""qty"":1,""gathering_profession"":""Herbalism""},{""name"":""Razor Fang (T2)"",""qty"":1,""gathering_profession"":""Hunting""},{""name"":""Primal Shard (T2)"",""qty"":1,""gathering_profession"":""Mining""}]"
152,Cooking,,2,Uncommon,Potion of Resistance,Potion/Oil,potion,Crafted item (Uncommon).,Crafting output for Cooking.,1,200,200,100,Phoenixheart Seed (T2),1,Herbalism,Chimera Horn (T2),1,Hunting,Starcut Gem (T2),1,Mining,"[{""name"":""Phoenixheart Seed (T2)"",""qty"":1,""gathering_profession"":""Herbalism""},{""name"":""Chimera Horn (T2)"",""qty"":1,""gathering_profession"":""Hunting""},{""name"":""Starcut Gem (T2)"",""qty"":1,""gathering_profession"":""Mining""}]"
153,Cooking,,2,Uncommon,Potion of Water Breathing,Potion/Oil,potion,Crafted item (Uncommon).,Crafting output for Cooking.,1,200,200,100,Phoenixheart Seed (T2),1,Herbalism,Keen Eye (T2),1,Hunting,Primal Shard (T2),1,Mining,"[{""name"":""Phoenixheart Seed (T2)"",""qty"":1,""gathering_profession"":""Herbalism""},{""name"":""Keen Eye (T2)"",""qty"":1,""gathering_profession"":""Hunting""},{""name"":""Primal Shard (T2)"",""qty"":1,""gathering_profession"":""Mining""}]"
154,Cooking,,3,Rare,Bead of force,Potion,food_misc,Crafted item (Rare).,Crafting output for Cooking.,1,1500,1500,750,Silvermint Sprig (T3),1,Herbalism,Wild Heart (T3),1,Hunting,Frostsalt Crystal (T3),1,Mining,"[{""name"":""Silvermint Sprig (T3)"",""qty"":1,""gathering_profession"":""Herbalism""},{""name"":""Wild Heart (T3)"",""qty"":1,""gathering_profession"":""Hunting""},{""name"":""Frostsalt Crystal (T3)"",""qty"":1,""gathering_profession"":""Mining""}]"
155,Cooking,,3,Rare,Necklace of prayer beads,Potion,food_misc,Crafted item (Rare).,Crafting output for Cooking.,1,1500,1500,750,Bitterthorn Berry (T3),1,Herbalism,Wild Heart (T3),1,Hunting,Frostsalt Crystal (T3),1,Mining,"[{""name"":""Bitterthorn Berry (T3)"",""qty"":1,""gathering_profession"":""Herbalism""},{""name"":""Wild Heart (T3)"",""qty"":1,""gathering_profession"":""Hunting""},{""name"":""Frostsalt Crystal (T3)"",""qty"":1,""gathering_profession"":""Mining""}]"
156,Cooking,,3,Rare,Potion of clairvoyance,Potion,potion,Crafted item (Rare).,Crafting output for Cooking.,1,1500,1500,750,Sunpetal Bloom (T3),1,Herbalism,Wild Heart (T3),1,Hunting,Frostsalt Crystal (T3),1,Mining,"[{""name"":""Sunpetal Bloom (T3)"",""qty"":1,""gathering_profession"":""Herbalism""},{""name"":""Wild Heart (T3)"",""qty"":1,""gathering_profession"":""Hunting""},{""name"":""Frostsalt Crystal (T3)"",""qty"":1,""gathering_profession"":""Mining""}]"
157,Cooking,,3,Rare,Potion of fire giant strength,Potion,potion,Crafted item (Rare).,Crafting output for Cooking.,1,1500,1500,750,Bitterthorn Berry (T3),1,Herbalism,Wild Heart (T3),1,Hunting,Frostsalt Crystal (T3),1,Mining,"[{""name"":""Bitterthorn Berry (T3)"",""qty"":1,""gathering_profession"":""Herbalism""},{""name"":""Wild Heart (T3)"",""qty"":1,""gathering_profession"":""Hunting""},{""name"":""Frostsalt Crystal (T3)"",""qty"":1,""gathering_profession"":""Mining""}]"
158,Cooking,,3,Rare,Potion of frost giant strength,Potion,potion,Crafted item (Rare).,Crafting output for Cooking.,1,1500,1500,750,Moonshade Orchid (T3),1,Herbalism,Wild Heart (T3),1,Hunting,Frostsalt Crystal (T3),1,Mining,"[{""name"":""Moonshade Orchid (T3)"",""qty"":1,""gathering_profession"":""Herbalism""},{""name"":""Wild Heart (T3)"",""qty"":1,""gathering_profession"":""Hunting""},{""name"":""Frostsalt Crystal (T3)"",""qty"":1,""gathering_profession"":""Mining""}]"
159,Cooking,,3,Rare,Potion of invulnerability,Potion,potion,Crafted item (Rare).,Crafting output for Cooking.,1,1500,1500,750,Phoenixheart Seed (T3),1,Herbalism,Wild Heart (T3),1,Hunting,Frostsalt Crystal (T3),1,Mining,"[{""name"":""Phoenixheart Seed (T3)"",""qty"":1,""gathering_profession"":""Herbalism""},{""name"":""Wild Heart (T3)"",""qty"":1,""gathering_profession"":""Hunting""},{""name"":""Frostsalt Crystal (T3)"",""qty"":1,""gathering_profession"":""Mining""}]"
160,Cooking,,3,Rare,Potion of mind reading,Potion,potion,Crafted item (Rare).,Crafting output for Cooking.,1,1500,1500,750,Duskleaf Frond (T3),1,Herbalism,Wild Heart (T3),1,Hunting,Frostsalt Crystal (T3),1,Mining,"[{""name"":""Duskleaf Frond (T3)"",""qty"":1,""gathering_profession"":""Herbalism""},{""name"":""Wild Heart (T3)"",""qty"":1,""gathering_profession"":""Hunting""},{""name"":""Frostsalt Crystal (T3)"",""qty"":1,""gathering_profession"":""Mining""}]"
161,Cooking,,3,Rare,Potion of stone giant strength,Potion,potion,Crafted item (Rare).,Crafting output for Cooking.,1,1500,1500,750,Silvermint Sprig (T3),1,Herbalism,Wild Heart (T3),1,Hunting,Frostsalt Crystal (T3),1,Mining,"[{""name"":""Silvermint Sprig (T3)"",""qty"":1,""gathering_profession"":""Herbalism""},{""name"":""Wild Heart (T3)"",""qty"":1,""gathering_profession"":""Hunting""},{""name"":""Frostsalt Crystal (T3)"",""qty"":1,""gathering_profession"":""Mining""}]"
162,Cooking,Enchanting,3,Rare,Oil of Etherealness,Potion/Oil,food_misc,Crafted item (Rare).,Crafting output for Cooking.,1,1500,1500,750,Moonshade Orchid (T3),1,Herbalism,Wild Heart (T3),1,Hunting,Frostsalt Crystal (T3),1,Mining,"[{""name"":""Moonshade Orchid (T3)"",""qty"":1,""gathering_profession"":""Herbalism""},{""name"":""Wild Heart (T3)"",""qty"":1,""gathering_profession"":""Hunting""},{""name"":""Frostsalt Crystal (T3)"",""qty"":1,""gathering_profession"":""Mining""}]"
163,Cooking,,3,Rare,Potion of Clairvoyance,Potion/Oil,potion,Crafted item (Rare).,Crafting output for Cooking.,1,1500,1500,750,Rootcap Mushroom (T3),1,Herbalism,Wild Heart (T3),1,Hunting,Frostsalt Crystal (T3),1,Mining,"[{""name"":""Rootcap Mushroom (T3)"",""qty"":1,""gathering_profession"":""Herbalism""},{""name"":""Wild Heart (T3)"",""qty"":1,""gathering_profession"":""Hunting""},{""name"":""Frostsalt Crystal (T3)"",""qty"":1,""gathering_profession"":""Mining""}]"
164,Cooking,,3,Rare,Potion of Diminution,Potion/Oil,potion,Crafted item (Rare).,Crafting output for Cooking.,1,1500,1500,750,Silvermint Sprig (T3),1,Herbalism,Wild Heart (T3),1,Hunting,Emberstone Chunk (T3),1,Mining,"[{""name"":""Silvermint Sprig (T3)"",""qty"":1,""gathering_profession"":""Herbalism""},{""name"":""Wild Heart (T3)"",""qty"":1,""gathering_profession"":""Hunting""},{""name"":""Emberstone Chunk (T3)"",""qty"":1,""gathering_profession"":""Mining""}]"
165,Cooking,,3,Rare,Potion of Giant Strength (Fire),Potion/Oil,potion,Crafted item (Rare).,Crafting output for Cooking.,1,1500,1500,750,Silvermint Sprig (T3),1,Herbalism,Wild Heart (T3),1,Hunting,Forge Flux (T3),1,Mining,"[{""name"":""Silvermint Sprig (T3)"",""qty"":1,""gathering_profession"":""Herbalism""},{""name"":""Wild Heart (T3)"",""qty"":1,""gathering_profession"":""Hunting""},{""name"":""Forge Flux (T3)"",""qty"":1,""gathering_profession"":""Mining""}]"
166,Cooking,,3,Rare,Potion of Giant Strength (Frost),Potion/Oil,potion,Crafted item (Rare).,Crafting output for Cooking.,1,1500,1500,750,Silvermint Sprig (T3),1,Herbalism,Wild Heart (T3),1,Hunting,Deepvein Ore (T3),1,Mining,"[{""name"":""Silvermint Sprig (T3)"",""qty"":1,""gathering_profession"":""Herbalism""},{""name"":""Wild Heart (T3)"",""qty"":1,""gathering_profession"":""Hunting""},{""name"":""Deepvein Ore (T3)"",""qty"":1,""gathering_profession"":""Mining""}]"
167,Cooking,,3,Rare,Potion of Giant Strength (Stone),Potion/Oil,potion,Crafted item (Rare).,Crafting output for Cooking.,1,1500,1500,750,Silvermint Sprig (T3),1,Herbalism,Wild Heart (T3),1,Hunting,Starcut Gem (T3),1,Mining,"[{""name"":""Silvermint Sprig (T3)"",""qty"":1,""gathering_profession"":""Herbalism""},{""name"":""Wild Heart (T3)"",""qty"":1,""gathering_profession"":""Hunting""},{""name"":""Starcut Gem (T3)"",""qty"":1,""gathering_profession"":""Mining""}]"
168,Cooking,,3,Rare,Potion of Invulnerability,Potion/Oil,potion,Crafted item (Rare).,Crafting output for Cooking.,1,1500,1500,750,Silvermint Sprig (T3),1,Herbalism,Wild Heart (T3),1,Hunting,Primal Shard (T3),1,Mining,"[{""name"":""Silvermint Sprig (T3)"",""qty"":1,""gathering_profession"":""Herbalism""},{""name"":""Wild Heart (T3)"",""qty"":1,""gathering_profession"":""Hunting""},{""name"":""Primal Shard (T3)"",""qty"":1,""gathering_profession"":""Mining""}]"
169,Cooking,,4,Rare,Elixir of health,Potion,tonic,Crafted item (Rare).,Crafting output for Cooking.,1,3750,3750,1875,Moonshade Orchid (T4),1,Herbalism,Razor Fang (T4),1,Hunting,Deepvein Ore (T4),1,Mining,"[{""name"":""Moonshade Orchid (T4)"",""qty"":1,""gathering_profession"":""Herbalism""},{""name"":""Razor Fang (T4)"",""qty"":1,""gathering_profession"":""Hunting""},{""name"":""Deepvein Ore (T4)"",""qty"":1,""gathering_profession"":""Mining""}]"
170,Cooking,,4,Rare,Potion of diminution,Potion,potion,Crafted item (Rare).,Crafting output for Cooking.,1,3750,3750,1875,Moonshade Orchid (T4),1,Herbalism,Keen Eye (T4),1,Hunting,Emberstone Chunk (T4),1,Mining,"[{""name"":""Moonshade Orchid (T4)"",""qty"":1,""gathering_profession"":""Herbalism""},{""name"":""Keen Eye (T4)"",""qty"":1,""gathering_profession"":""Hunting""},{""name"":""Emberstone Chunk (T4)"",""qty"":1,""gathering_profession"":""Mining""}]"
171,Cooking,,4,Very Rare,Potion of flying,Potion,potion,Crafted item (Very Rare).,Crafting output for Cooking.,1,7500,7500,3750,Rootcap Mushroom (T4),1,Herbalism,Keen Eye (T4),1,Hunting,Emberstone Chunk (T4),1,Mining,"[{""name"":""Rootcap Mushroom (T4)"",""qty"":1,""gathering_profession"":""Herbalism""},{""name"":""Keen Eye (T4)"",""qty"":1,""gathering_profession"":""Hunting""},{""name"":""Emberstone Chunk (T4)"",""qty"":1,""gathering_profession"":""Mining""}]"
172,Cooking,,4,Rare,Potion of gaseous form,Potion,potion,Crafted item (Rare).,Crafting output for Cooking.,1,3750,3750,1875,Duskleaf Frond (T4),1,Herbalism,Keen Eye (T4),1,Hunting,Emberstone Chunk (T4),1,Mining,"[{""name"":""Duskleaf Frond (T4)"",""qty"":1,""gathering_profession"":""Herbalism""},{""name"":""Keen Eye (T4)"",""qty"":1,""gathering_profession"":""Hunting""},{""name"":""Emberstone Chunk (T4)"",""qty"":1,""gathering_profession"":""Mining""}]"
173,Cooking,,4,Rare,"Potion of healing, superior",Potion,potion,Crafted item (Rare).,Crafting output for Cooking.,1,3750,3750,1875,Phoenixheart Seed (T4),1,Herbalism,Keen Eye (T4),1,Hunting,Emberstone Chunk (T4),1,Mining,"[{""name"":""Phoenixheart Seed (T4)"",""qty"":1,""gathering_profession"":""Herbalism""},{""name"":""Keen Eye (T4)"",""qty"":1,""gathering_profession"":""Hunting""},{""name"":""Emberstone Chunk (T4)"",""qty"":1,""gathering_profession"":""Mining""}]"
174,Cooking,,4,Very Rare,"Potion of healing, supreme",Potion,potion,Crafted item (Very Rare).,Crafting output for Cooking.,1,7500,7500,3750,Bitterthorn Berry (T4),1,Herbalism,Keen Eye (T4),1,Hunting,Emberstone Chunk (T4),1,Mining,"[{""name"":""Bitterthorn Berry (T4)"",""qty"":1,""gathering_profession"":""Herbalism""},{""name"":""Keen Eye (T4)"",""qty"":1,""gathering_profession"":""Hunting""},{""name"":""Emberstone Chunk (T4)"",""qty"":1,""gathering_profession"":""Mining""}]"
